Name,RA,DEC,Vmag,Sp.Type,dist (pc),ObsDate
"HIP72044","14 44 11.9 ","22 11 9 ","9.89","M0","26.3","01/19/2016"
"HIP72146","14 45 23.9 ","13 50 43 ","7.87","K0","19.5","01/19/2016"
"HIP72200","14 46 3.09 ","27 30 43 ","7.98","K2V","26.3",""
"HIP72220","14 46 14.7 ","1 53 34 ","3.73","A0V","39.4","05/17/2016"
"HIP72237","14 46 23.1 ","16 29 33 ","9.23","K5V","17.5",""
"HIP72312","14 47 15.7 ","2 42 10 ","7.76","G8V","19.6",""
"HIP72339","14 47 32.5 ","-0 16 55 ","8.04","K0III","29.7",""
"HIP72387","14 48 1.33 ","38 27 56 ","9.73","M2","24.2",""
"HIP72469","14 49 6.39 ","37 48 42 ","6.15","F2V","41.0",""
"HIP72567","14 50 15.9 ","23 54 43 ","5.86","G2V","17.9",""
"HIP72577","14 50 20.2 ","6 48 52 ","9.08","K2V","30.7",""
"HIP72603","14 50 41.0 ","-15 59 50 ","5.15","F3V","23.6",""
"HIP72607","14 50 42.2 ","74 9 19 ","2.07","K4IIIvar","38.7",""
"HIP72622","14 50 52.5 ","-16 2 31 ","2.75","A3IV","23.6",""
"HIP72634","14 51 2.07 ","9 43 26 ","7.40","K0...","27.2",""
"HIP72659","14 51 23.5 ","19 6 0 ","4.54","G8V + K4V","6.69",""
"HIP72848","14 53 23.2 ","19 9 13 ","6.00","K2V","11.5","03/06/2016"
"HIP72875","14 53 40.5 ","23 20 42 ","8.65","K3V","22.9",""
"HIP72944","14 54 29.5 ","16 6 1 ","10.1","M2Ve","9.81","03/06/2016"
"HIP72944","14 54 29.5 ","16 6 1 ","10.1","M2Ve","9.81","03/06/2016"
"HIP73005","14 55 9.27 ","53 40 57 ","7.77","K1V","23.9",""
"HIP73100","14 56 23.2 ","49 37 38 ","5.63","F7V","24.8",""
"HIP73165","14 57 10.8 ","-4 20 49 ","4.47","F0V","27.9","02/06/2016"
"HIP73457","15 0 43.3 ","-11 8 14 ","9.49","K7V","19.5","03/30/2016"
"HIP73470","15 0 55.9 ","45 25 40 ","9.15","M0","11.6",""
"HIP73512","15 1 30.0 ","15 52 4 ","9.13","K2","30.3",""
"HIP73695","15 3 46.6 ","47 39 14 ","4.83","G2V + G2V","12.7",""
"HIP73734","15 4 17.0 ","60 23 7 ","11.0","M:","17.5",""
"HIP73734","15 4 17.0 ","60 23 7 ","11.0","M:","17.5",""
"HIP73941","15 6 35.0 ","36 27 22 ","6.35","F8V","29.4",""
"HIP73996","15 7 18.2 ","24 52 6 ","4.93","F5V","19.7","03/08/2016"
"HIP74045","15 7 55.6 ","76 12 5 ","8.72","G5","29.4",""
"HIP74148","15 9 3.65 ","24 0 59 ","9.32","K8V:","33.8",""
"HIP74190","15 9 34.9 ","3 10 8 ","11.4","M:","14.4","02/06/2016"
"HIP74537","15 13 49.5 ","-1 21 13 ","6.58","K0V","17.3","03/08/2016"
"HIP74555","15 13 58.8 ","-3 47 50 ","9.84","K4V","27.6",""
"HIP74666","15 15 30.2 ","33 18 51 ","3.46","G8III","35.7","02/03/2016"
"HIP74689","15 15 48.9 ","0 22 19 ","5.62","A4V","49.5","02/03/2016"
"HIP74702","15 15 59.3 ","0 47 44 ","6.92","K0","15.5","02/03/2016"
"HIP74926","15 18 40.0 ","-18 37 41 ","10.3","","26.2","03/08/2016"
"HIP74981","15 19 20.9 ","29 12 28 ","10.2","K7","28.6","05/15/2016"
"HIP74995","15 19 25.4 ","-7 43 21 ","10.5","M5","6.26","03/30/2016"
"HIP75090","15 20 38.4 ","15 22 45 ","8.80","K2","30.5",""
"HIP75101","15 20 46.7 ","-2 24 50 ","6.34","K0V","36.9","03/30/2016"
"HIP75201","15 22 3.77 ","-4 46 39 ","9.46","K7V","18.8","03/30/2016"
"HIP75253","15 22 36.6 ","-10 39 43 ","7.97","K2V","21.8","05/15/2016"
"HIP75266","15 22 42.1 ","1 25 1 ","8.28","K3V","25.4","05/15/2016"
"HIP75277","15 22 46.5 ","18 55 9 ","7.16","K0","20.1","05/15/2016"
"HIP75312","15 23 12.4 ","30 17 13 ","4.99","G2V","18.6","03/30/2016"
"HIP75458","15 24 55.7 ","58 57 58 ","3.29","K2III","31.3","04/05/2016"
"HIP75686","15 27 42.6 ","2 35 51 ","10.2","M0","25.6",""
"HIP75718","15 28 9.69 ","-9 20 58 ","6.89","K2V","19.8","05/15/2016"
"HIP75722","15 28 12.2 ","-9 21 34 ","7.57","K2V","20.8",""
"HIP75761","15 28 38.1 ","1 50 30 ","5.15","A8IV","37.4",""
"HIP75762","15 28 38.2 ","-15 42 1 ","6.79","K0V","40.8",""
"HIP75809","15 29 9.71 ","80 26 56 ","6.57","G8IV-V+...","22.0","04/05/2016"
"HIP75829","15 29 22.1 ","80 27 2 ","7.30","G5","21.7",""
"HIP76219","15 34 11.0 ","-10 3 56 ","4.61","K1IV","28.9",""
"HIP76233","15 34 20.7 ","-5 41 42 ","6.52","F7V","25.1",""
"HIP76267","15 34 41.4 ","26 42 51 ","2.22","A0V","22.9","03/31/2016"
"HIP76315","15 35 20.4 ","60 5 10 ","8.39","K5","19.0","04/05/2016"
"HIP76375","15 35 55.9 ","39 49 52 ","7.65","K3V","22.2",""
"HIP76456","15 36 53.5 ","29 59 27 ","6.46","F5V:","36.0",""
"HIP76568","15 38 16.3 ","46 47 50 ","5.76","F2V","35.7",""
"HIP76602","15 38 39.9 ","-8 47 41 ","6.56","F6IV-V","22.6","03/31/2016"
"HIP76603","15 38 40.0 ","-8 47 29 ","6.45","F6V","24.8",""
"HIP76779","15 40 34.7 ","-18 2 55 ","8.92","K5V","15.7","03/31/2016"
"HIP76832","15 41 20.0 ","75 59 21 ","12.2","M4","13.0","04/05/2016"
"HIP76952","15 42 44.4 ","26 17 45 ","3.81","A1Vs","44.4","03/31/2016"
"HIP77052","15 44 1.77 ","2 30 52 ","5.86","G5V","14.6",""
"HIP77060","15 44 4.36 ","-15 40 23 ","5.41","A6IV","45.0",""
"HIP77070","15 44 16.2 ","6 25 33 ","2.63","K2III","22.4","02/18/2016"
"HIP77233","15 46 11.3 ","15 25 17 ","3.65","A3V","46.9",""
"HIP77257","15 46 26.3 ","7 21 9 ","4.42","G0Vvar","11.7","02/18/2016"
"HIP77349","15 47 24.2 ","-10 53 53 ","11.2","K:...","15.5",""
"HIP77408","15 48 9.27 ","1 34 15 ","7.44","G8V","21.3","02/18/2016"
"HIP77409","15 48 10.4 ","74 24 45 ","9.24","K5","26.3","04/05/2016"
"HIP77464","15 48 56.7 ","-3 49 6 ","5.53","A5IV","49.1","04/16/2016"
"HIP77516","15 49 37.1 ","-3 25 49 ","3.54","A0V","47.7","04/06/2016"
"HIP77622","15 50 49.1 ","4 28 40 ","3.71","A2m","21.5","04/06/2016"
"HIP77655","15 51 13.9 ","35 39 20 ","4.79","K0III-IV","31.1",""
"HIP77660","15 51 15.4 ","-3 5 26 ","5.09","A3Vn","48.8","04/06/2016"
"HIP77725","15 52 7.93 ","10 52 24 ","9.34","M2","22.5","04/06/2016"
"HIP77760","15 52 41.1 ","42 27 15 ","4.60","F9V","15.8",""
"HIP77801","15 53 11.9 ","13 11 38 ","6.07","G0IV","17.4","04/06/2016"
"HIP78012","15 55 47.6 ","37 56 50 ","5.43","F0IV","41.4",""
"HIP78072","15 56 27.5 ","15 39 21 ","3.85","F6V","11.1","03/08/2016"
"HIP78180","15 57 47.1 ","54 45 0 ","4.96","F0IV","33.8",""
"HIP78184","15 57 48.9 ","59 16 18 ","10.3","M0","32.5",""
"HIP78241","15 58 31.0 ","27 44 28 ","8.02","K0V","26.0","03/08/2016"
"HIP78286","15 59 4.43 ","49 52 50 ","6.04","F0IV","49.0",""
"HIP78353","15 59 53.6 ","-8 15 11 ","10.4","M0","13.9","04/16/2016"
"HIP78395","16 0 16.6 ","-1 47 58 ","10.2","K7V","31.5",""
"HIP78459","16 1 2.40 ","33 18 0 ","5.39","G2V","17.4","05/25/2016"
"HIP78709","16 4 3.13 ","25 15 28 ","7.10","G8V","21.4","03/02/2016"
"HIP78738","16 4 25.8 ","-11 26 58 ","7.44","G8V comp","28.3",""
"HIP78775","16 4 55.9 ","39 9 24 ","6.66","G8V","14.3","03/02/2016"
"HIP78913","16 6 29.9 ","38 37 47 ","8.58","K3V","23.4","03/20/2016"
"HIP79066","16 8 24.4 ","-13 8 12 ","8.70","K3V","28.5",""
"HIP79119","16 8 58.2 ","36 29 32 ","4.73","K0III-IV","34.6","03/20/2016"
"HIP79137","16 9 11.4 ","6 22 31 ","5.93","K1+...","30.4","02/03/2016"
"HIP79248","16 10 24.5 ","43 48 58 ","6.61","K0V","18.1","03/20/2016"
"HIP79492","16 13 18.6 ","13 31 30 ","6.68","G8V","24.3","02/03/2016"
"HIP79512","16 13 29.5 ","44 28 5 ","9.62","M0","29.0",""
"HIP79607","16 14 40.5 ","33 51 29 ","5.23","F8V","21.6","02/04/2016"
"HIP79672","16 15 37.5 ","-8 22 18 ","5.49","G1V","14.0","02/26/2016"
"HIP79698","16 15 54.6 ","35 49 18 ","9.65","K5","30.8",""
"HIP79702","16 15 57.2 ","7 21 17 ","8.70","K4V","25.7","02/26/2016"
"HIP79755","16 16 41.3 ","67 14 21 ","8.61","M0Vvar","10.6","04/15/2016"
"HIP79762","16 16 43.9 ","67 15 23 ","10.6","M3","10.7","04/15/2016"
"HIP79796","16 17 5.55 ","55 16 1 ","9.87","M1.5Ve","20.6","04/15/2016"
"HIP79822","16 17 29.8 ","75 45 23 ","4.95","F5V","29.8","04/15/2016"
"HIP79882","16 18 19.3 ","-4 41 32 ","3.23","G8III","32.9","02/26/2016"
"HIP79941","16 19 5.46 ","51 45 31 ","9.83","M0","32.5",""
"HIP80008","16 19 54.9 ","39 42 30 ","5.48","F3IV-V","26.8","02/04/2016"
"HIP80093","16 20 52.7 ","40 57 42 ","8.99","M0","15.9","02/04/2016"
"HIP80179","16 22 4.18 ","1 1 45 ","4.82","F0V","27.3","02/17/2016"
"HIP80218","16 22 32.6 ","-4 15 0 ","7.34","G0","27.6",""
"HIP80331","16 23 59.4 ","61 30 52 ","2.73","G8III","26.8","04/15/2016"
"HIP80366","16 24 19.5 ","-13 38 33 ","8.40","K2V","21.5","03/27/2016"
"HIP80459","16 25 25.4 ","54 18 12 ","10.1","M2","6.58",""
"HIP80480","16 25 42.5 ","78 57 51 ","5.55","F0V","42.3",""
"HIP80628","16 27 48.1 ","-8 22 18 ","4.62","A3m","37.4","03/27/2016"
"HIP80644","16 27 56.6 ","7 18 15 ","8.83","K5","17.7","04/16/2016"
"HIP80725","16 28 52.2 ","18 24 56 ","6.98","K2V","19.5","04/16/2016"
"HIP80751","16 29 14.2 ","23 46 28 ","10.0","K8","33.3",""
"GJ628","16 30 17.9 ","-12 40 4 ","10.1","M3.5V","4.26","03/27/2016"
"HIP80902","16 31 18.1 ","79 47 21 ","7.01","G0","27.2",""
"HIP81139","16 34 13.4 ","75 58 57 ","9.92","K5","31.3",""
"HIP81300","16 36 21.9 ","-2 19 33 ","5.77","K2V","9.77","03/31/2016"
"HIP81348","16 36 49.5 ","31 5 41 ","9.49","K5","25.6","05/05/2016"
"HIP81375","16 37 8.52 ","0 15 16 ","7.09","K0","20.1","03/31/2016"
"HIP81800","16 42 28.0 ","49 56 9 ","6.48","F8V","29.4",""
"HIP81813","16 42 37.7 ","68 6 14 ","7.56","K1V","24.3",""
"HIP81833","16 42 53.8 ","38 55 18 ","3.48","G8III-IV","34.3",""
"HIP81854","16 43 6.57 ","77 30 53 ","5.99","F4V","35.9",""
"HIP81919","16 43 56.1 ","43 28 30 ","8.30","K5","27.3",""
"HIP82003","16 45 6.30 ","33 30 39 ","8.10","K7V","9.77","05/25/2016"
"HIP82020","16 45 17.8 ","56 46 55 ","4.84","F2V","26.7",""
"HIP82092","16 46 7.49 ","50 20 47 ","9.46","K7","32.4",""
"HIP82283","16 48 45.9 ","-15 44 23 ","10.8","","18.1",""
"HIP82333","16 49 24.8 ","39 16 29 ","9.67","M0","22.6",""
"HIP82389","16 50 5.23 ","18 54 0 ","8.85","K0","26.7","04/16/2016"
"HIP82408","16 50 26.2 ","47 44 18 ","9.49","K5","30.4",""
"HIP82440","16 50 54.4 ","38 9 2 ","9.20","","30.4",""
"HIP82587","16 52 57.9 ","31 42 5 ","5.34","F0V","30.0","03/20/2016"
"HIP82588","16 52 58.0 ","-0 1 59 ","6.65","G8V","16.9","05/25/2016"
"HIP82694","16 54 11.4 ","11 54 57 ","10.7","M1","19.0",""
"HIP82817","16 55 27.8 ","-8 20 24 ","9.02","M3Ve","5.73","05/18/2016"
"HIP82861","16 56 1.93 ","-16 48 22 ","6.33","K0/K1III/IV","40.4",""
"HIP82860","16 56 2.30 ","65 8 6 ","4.88","F6Vvar","15.0",""
"HIP83000","16 57 39.7 ","9 22 29 ","3.19","K2IIIvar","26.3","05/01/2016"
"HIP83006","16 57 42.0 ","47 21 47 ","7.93","K0","17.5",""
"HIP83020","16 57 52.9 ","47 22 4 ","7.76","K0","17.9",""
"HIP83043","16 58 8.71 ","25 44 30 ","9.70","M2","10.3","05/05/2016"
"HIP83207","17 0 17.3 ","30 55 35 ","3.92","A0V","49.9","05/05/2016"
"HIP83276","17 1 10.7 ","-13 34 6 ","7.12","G2V","26.1",""
"HIP83317","17 1 40.1 ","75 17 49 ","6.17","F0IVn","44.9",""
"HIP83343","17 1 59.6 ","22 56 10 ","8.77","K2","29.0",""
"HIP83389","17 2 36.6 ","47 5 8 ","6.76","G8V","18.0","03/23/2016"
"HIP83451","17 3 17.8 ","59 35 11 ","8.61","K4V...","25.1",""
"HIP83454","17 3 18.9 ","59 35 20 ","10.3","K0","24.8",""
"HIP83591","17 5 2.40 ","-5 4 17 ","7.70","K5V","10.7","05/01/2016"
"HIP83599","17 5 12.7 ","-5 5 57 ","10.0","M0V","11.1","05/01/2016"
"HIP83601","17 5 16.8 ","0 42 3 ","6.00","F9V","20.3","05/01/2016"
"HIP83608","17 5 19.9 ","54 28 13 ","4.91","F5","26.9",""
"HIP83613","17 5 22.7 ","12 44 26 ","4.89","A4IV","44.0","03/02/2016"
"HIP83676","17 6 8.11 ","-6 10 3 ","8.80","K2V","30.4",""
"HIP83762","17 7 6.94 ","21 33 13 ","11.6","M3","13.5","05/01/2016"
"HIP83945","17 9 32.0 ","43 40 48 ","11.7","M3","7.25","03/23/2016"
"HIP83988","17 10 10.6 ","54 29 38 ","8.85","K0","21.2",""
"HIP83996","17 10 12.5 ","54 29 22 ","9.34","K8","20.8",""
"HIP84012","17 10 22.7 ","-15 43 28 ","2.43","A2.5Va","25.7",""
"HIP84062","17 11 8.42 ","56 39 32 ","6.98","G5","28.1",""
"HIP84123","17 11 51.6 ","-1 51 11 ","11.4","G","10.8","05/02/2016"
"HIP84183","17 12 32.6 ","62 52 28 ","5.54","F0IV","41.6",""
"HIP84195","17 12 37.7 ","18 21 2 ","7.95","K0","20.5","05/02/2016"
"HIP84203","17 12 44.0 ","59 4 5 ","9.92","K4","30.2",""
"HIP84223","17 12 53.6 ","42 19 48 ","10.0","M1V:","23.8","03/23/2016"
"HIP84277","17 13 40.0 ","-8 25 21 ","12.0","M1V:","18.9",""
"HIP84303","17 14 7.95 ","-8 24 12 ","8.49","K3V","29.1",""
"HIP84379","17 15 1.88 ","24 50 18 ","3.12","A3IVv SB","24.0","05/02/2016"
"HIP84521","17 16 40.6 ","8 3 29 ","11.4","M3.5","14.9","05/25/2016"
"HIP84607","17 17 40.4 ","29 13 41 ","8.43","K2","24.0","03/23/2016"
"HIP84616","17 17 50.4 ","52 26 46 ","7.93","K2","18.5",""
"HIP84790","17 19 53.1 ","41 42 36 ","11.3","M4","12.3",""
"HIP84862","17 20 39.7 ","32 27 47 ","5.38","G0V","14.3","05/02/2016"
"HIP85007","17 22 27.7 ","24 52 43 ","6.88","F8V","29.8",""
"HIP85026","17 22 42.8 ","-14 57 40 ","10.8","K5V","26.4",""
"HIP85042","17 22 51.3 ","-2 23 19 ","6.28","G5IV","19.4","05/04/2016"
"HIP85157","17 24 6.53 ","22 57 36 ","5.70","F0IV","42.7","05/04/2016"
"HIP85235","17 24 58.6 ","67 18 24 ","6.44","K0V","12.7",""
"HIP85268","17 25 23.8 ","52 47 25 ","6.46","G0","27.1",""
"HIP85295","17 25 44.6 ","2 6 21 ","7.54","K7V","7.71","05/05/2016"
"HIP85365","17 26 37.7 ","-5 5 12 ","4.53","F3V","30.0","05/04/2016"
"HIP85582","17 29 19.8 ","29 23 26 ","8.99","K2","23.5","05/04/2016"
"HIP85653","17 30 16.7 ","47 24 9 ","7.22","G5","22.3",""
"HIP85665","17 30 22.7 ","5 32 50 ","9.33","M1V...","9.98","03/27/2016"
"HIP85699","17 30 48.7 ","86 58 5 ","5.78","A2m","47.8",""
"HIP85810","17 32 0.67 ","34 16 17 ","6.52","G5V","23.6","03/20/2016"
"HIP85819","17 32 10.8 ","55 11 4 ","4.89","Am...","30.3",""
"HIP85829","17 32 16.2 ","55 10 23 ","4.86","Am","30.6",""
"HIP85922","17 33 29.7 ","-5 44 42 ","5.61","A5V","48.4","03/27/2016"
"HIP86032","17 34 56.1 ","12 33 32 ","2.08","A5III","14.3","04/24/2016"
"HIP86036","17 35 0.22 ","61 52 19 ","5.23","G0V","14.0",""
"HIP86087","17 35 35.0 ","61 40 45 ","9.98","M1","14.0",""
"HIP86141","17 36 13.6 ","71 52 41 ","8.55","K5","19.0",""
"GJ687","17 36 24.9 ","68 20 0 ","9.17","M3.0V","4.53",""
"HIP86201","17 36 57.0 ","68 45 33 ","4.77","F5V","23.4",""
"HIP86221","17 37 10.6 ","27 53 51 ","9.25","M0","31.2",""
"HIP86282","17 37 48.5 ","22 57 17 ","9.29","M0...","22.1","04/24/2016"
"HIP86287","17 37 54.4 ","18 35 46 ","9.62","M1","8.12","04/24/2016"
"HIP86340","17 38 33.6 ","71 20 1 ","9.10","M0","23.9",""
"HIP86400","17 39 16.7 ","3 33 17 ","6.53","K3V","10.7","05/25/2016"
"HIP86456","17 39 55.6 ","65 0 7 ","8.39","K0","26.4","01/18/2016"
"HIP86540","17 41 6.25 ","72 25 18 ","7.60","K0","28.9",""
"HIP86614","17 41 56.4 ","72 8 51 ","4.57","F5IV-V","22.0","01/18/2016"
"HIP86620","17 41 58.2 ","72 9 20 ","5.81","G0V","22.3","01/18/2016"
"HIP86623","17 41 58.6 ","15 57 10 ","5.54","F4Vw","35.5","06/06/2016"
"HIP86661","17 42 25.2 ","-9 4 34 ","9.74","K3V","32.9",""
"HIP86722","17 43 15.5 ","21 36 23 ","7.51","K0V","23.5","06/06/2016"
"HIP86742","17 43 28.3 ","4 34 4 ","2.76","K2III","25.1","05/05/2016"
"HIP86769","17 43 48.3 ","-13 30 33 ","6.36","F0V","42.6",""
"HIP86776","17 43 55.9 ","43 22 33 ","10.4","M3","9.48",""
"HIP87108","17 47 53.5 ","2 42 25 ","3.75","A0V","29.0","03/03/2016"
"HIP87464","17 52 16.3 ","-7 33 31 ","9.94","K5V","30.8",""
"HIP87558","17 53 14.0 ","6 6 6 ","5.77","F4IV-V","31.3","03/03/2016"
"HIP87579","17 53 29.8 ","21 19 31 ","8.50","K0","24.8","03/03/2016"
"HIP87585","17 53 31.9 ","56 52 22 ","3.73","K2III","34.1","03/10/2016"
"HIP87768","17 55 44.8 ","18 30 0 ","9.22","K5","23.0","03/03/2016"
"HIP87833","17 56 36.3 ","51 29 19 ","2.24","K5III","45.2",""
"HIP87834","17 56 38.1 ","18 36 44 ","6.55","K0","41.4",""
"HIP87933","17 57 45.9 ","29 14 52 ","3.70","K0III","41.4",""
"GJ699","17 57 47.6 ","4 44 22 ","9.57","M3.5V","1.83","03/10/2016"
"HIP87938","17 57 50.9 ","46 35 28 ","11.7","M:","13.5","03/10/2016"
"HIP88175","18 0 29.1 ","-3 41 25 ","4.62","F3V","23.1","02/28/2016"
"HIP88348","18 2 31.3 ","26 18 37 ","7.01","K0V","21.9","03/10/2016"
"HIP88574","18 5 8.19 ","-3 1 58 ","9.37","M2V","7.79","02/28/2016"
"HIP88601","18 5 27.4 ","2 29 44 ","4.03","K0V SB","5.08","02/28/2016"
"GJ702A","18 5 27.4 ","2 29 44 ","4.21","K0.0V","5.10","06/06/2016"
"GJ702B","18 5 27.4 ","2 29 44 ","6.01","K5V","5.10","06/06/2016"
"HIP88622","18 5 37.4 ","4 39 20 ","6.80","G0V","24.3","05/12/2016"
"HIP88684","18 6 15.3 ","-4 45 4 ","5.74","K1IV","34.9","05/12/2016"
"HIP88745","18 7 1.41 ","30 33 45 ","5.05","F7V","15.6","06/06/2016"
"HIP88771","18 7 20.9 ","9 33 51 ","3.71","A4IVs","25.3","02/29/2016"
"HIP88945","18 9 21.4 ","29 57 7 ","6.84","G0","25.2",""
"HIP88961","18 9 32.3 ","-0 19 37 ","8.93","K3V","29.1","05/12/2016"
"HIP88962","18 9 33.3 ","-12 2 23 ","10.5","K7V","26.4",""
"HIP88972","18 9 36.9 ","38 27 20 ","6.38","K2V","11.0","03/23/2016"
"HIP89005","18 9 55.4 ","69 40 52 ","8.60","K2","30.9",""
"HIP89087","18 10 56.2 ","49 58 12 ","10.0","K7","26.7","03/16/2016"
"HIP89348","18 13 54.7 ","64 23 50 ","4.99","F5V","23.4","02/27/2016"
"HIP89474","18 15 32.3 ","45 12 31 ","6.30","G2V","22.6","02/27/2016"
"HIP89517","18 16 2.36 ","13 54 40 ","10.1","M0","19.0",""
"HIP89560","18 16 31.0 ","45 33 33 ","10.3","M0","17.1","02/27/2016"
"HIP89656","18 17 50.1 ","26 40 18 ","9.59","K8","31.5",""
"HIP89728","18 18 40.6 ","-6 42 3 ","9.28","K3V","29.7",""
"HIP89772","18 19 9.48 ","7 15 35 ","5.41","K2III","44.9",""
"HIP89825","18 19 50.8 ","-1 56 18 ","9.66","K7V","19.3","05/12/2016"
"HIP89937","18 21 5.31 ","72 43 52 ","3.55","F7Vvar","8.05","03/16/2016"
"HIP89962","18 21 18.0 ","-2 54 7 ","3.23","K0III-IV","18.9","03/15/2016"
"HIP90035","18 22 17.3 ","1 42 25 ","10.1","K7V","26.8","03/15/2016"
"HIP90139","18 23 42.1 ","21 46 7 ","3.85","K2III","39.3","03/15/2016"
"HIP90355","18 26 9.87 ","8 46 31 ","7.83","G7V","26.9",""
"HIP90376","18 26 28.9 ","79 25 29 ","9.24","K5","24.4","03/16/2016"
"HIP90626","18 29 32.1 ","9 3 44 ","8.65","K2","26.8","05/12/2016"
"HIP90656","18 29 52.5 ","-1 49 8 ","8.04","K3V","18.7","05/12/2016"
"HIP90790","18 31 18.8 ","-18 54 34 ","6.81","K1V","13.2","04/01/2016"
"HIP90864","18 32 10.5 ","13 44 13 ","7.20","G8V","25.1",""
"HIP90959","18 33 17.5 ","22 18 43 ","8.90","K4V","23.4","04/01/2016"
"HIP90979","18 33 28.5 ","-11 38 13 ","10.0","K7V","25.4","04/01/2016"
"HIP91009","18 33 56.1 ","51 43 3 ","8.20","K7Vvar","16.4","03/15/2016"
"HIP91128","18 35 19.0 ","45 44 44 ","9.84","M2","15.4","03/15/2016"
"HIP91217","18 36 27.8 ","9 7 18 ","5.38","F5III","38.8","06/06/2016"
"HIP91237","18 36 39.0 ","6 40 16 ","5.43","F3V","31.7",""
"HIP91262","18 36 56.6 ","38 47 5 ","0.03","A0Vvar","7.75",""
"HIP91364","18 38 2.40 ","42 39 55 ","8.32","G5","28.4",""
"HIP91430","18 38 44.8 ","-14 29 35 ","11.2","M1V:","12.7",""
"HIP91605","18 40 54.9 ","31 31 45 ","8.54","K3V","23.8","02/27/2016"
"HIP91608","18 40 57.2 ","-13 22 57 ","10.6","M","16.2",""
"HIP91699","18 41 58.6 ","31 49 49 ","11.2","M4","11.3",""
"GJ725","18 42 43.8 ","59 38 18 ","8.90","M3.0V","3.52",""
"GJ725","18 42 44.0 ","59 38 5 ","9.69","M3.5V","3.52",""
"HIP91919","18 44 20.3 ","39 40 13 ","4.67","F1V","49.7",""
"HIP91926","18 44 22.7 ","39 36 46 ","4.59","A8Vn","49.1",""
"HIP91949","18 44 34.9 ","43 49 59 ","7.54","K0","27.2",""
"HIP91971","18 44 46.4 ","37 36 18 ","4.34","Am","47.1",""
"HIP91973","18 44 48.2 ","37 35 40 ","5.73","F0IVvar","46.0",""
"HIP92043","18 45 39.7 ","20 32 41 ","4.19","F6V","19.0",""
"HIP92161","18 47 1.36 ","18 10 55 ","4.34","A5III","28.4",""
"HIP92200","18 47 27.1 ","-3 38 27 ","8.81","K5","14.1",""
"HIP92250","18 48 1.54 ","-10 8 50 ","8.45","K0","28.6",""
"HIP92270","18 48 16.4 ","23 30 53 ","6.19","F8V","28.6","04/26/2016"
"HIP92283","18 48 29.3 ","10 44 36 ","7.97","K0","17.3","04/26/2016"
"HIP92311","18 48 51.4 ","17 26 13 ","9.17","M0","17.0","04/26/2016"
"HIP92549","18 51 34.8 ","52 58 34 ","5.51","G9IVa","26.0","02/27/2016"
"HIP92569","18 51 48.4 ","3 1 49 ","7.51","G6V","28.2",""
"HIP92573","18 51 50.9 ","16 34 51 ","10.1","M2","15.5","04/26/2016"
"HIP92871","18 55 27.5 ","8 24 7 ","10.1","M2Ve","11.5",""
"HIP92882","18 55 30.9 ","-16 22 38 ","5.56","F5/F6IV/V","32.0",""
"HIP92919","18 55 53.3 ","23 33 19 ","8.16","K0V","21.4","04/18/2016"
"HIP92946","18 56 13.2 ","4 12 13 ","4.62","A5V","40.4","04/18/2016"
"HIP92951","18 56 14.6 ","4 12 8 ","4.98","A5Vn","43.7","04/18/2016"
"HIP92984","18 56 37.1 ","4 15 53 ","6.71","G5","27.0","04/18/2016"
"HIP93017","18 57 1.87 ","32 54 2 ","5.20","G0V","14.9",""
"HIP93101","18 57 59.9 ","5 54 9 ","9.22","M2V","11.1","02/28/2016"
"HIP93185","18 58 51.0 ","30 10 53 ","6.80","G0","23.4","02/28/2016"
"HIP93248","18 59 39.0 ","7 59 11 ","10.8","M2","25.9",""
"HIP93408","19 1 26.3 ","46 56 3 ","5.00","A7V","39.1",""
"HIP93509","19 2 38.2 ","14 34 1 ","6.88","G2V","26.1",""
"HIP93540","19 3 5.73 ","-11 2 41 ","8.42","K0","27.4",""
"HIP93711","19 4 54.7 ","79 45 21 ","9.72","K5","32.4",""
"HIP93743","19 5 18.5 ","-1 30 43 ","6.51","F1V","44.8",""
"HIP93747","19 5 24.5 ","13 51 47 ","2.99","A0Vn","25.5","03/24/2016"
"HIP93797","19 6 7.05 ","5 16 43 ","9.58","K2","29.9",""
"HIP93805","19 6 14.9 ","-4 52 58 ","3.43","B9Vn","38.3","04/26/2016"
"HIP93843","19 6 37.8 ","28 37 44 ","5.53","F0III","40.8",""
"HIP93871","19 7 1.68 ","7 36 44 ","9.23","K5V","24.2","03/24/2016"
"HIP93873","19 7 5.00 ","20 53 11 ","10.7","M2","8.62","03/24/2016"
"HIP93899","19 7 12.6 ","20 52 31 ","10.7","M2","8.86","04/18/2016"
"HIP93917","19 7 25.7 ","32 30 6 ","5.20","F0V","40.5","05/06/2016"
"HIP93926","19 7 32.5 ","30 15 17 ","7.78","G8V SB","28.0",""
"HIP94056","19 8 53.8 ","34 3 45 ","9.42","K8","29.0",""
"HIP94068","19 8 59.9 ","6 4 22 ","5.23","F0III-IV","43.5",""
"HIP94083","19 9 10.1 ","76 33 35 ","5.11","A9V","27.2",""
"HIP94346","19 12 11.7 ","57 40 25 ","7.04","G8V","20.0","02/05/2016"
"HIP94349","19 12 16.5 ","2 53 2 ","11.0","M4","10.1",""
"HIP94376","19 12 33.5 ","67 39 42 ","3.07","G9III","30.7","02/05/2016"
"HIP94557","19 14 38.4 ","19 19 10 ","11.5","M:","19.0",""
